Date,1100500,simulated_1030
2016-07-28T00:00:00,,0.506
2016-07-29T00:00:00,,0.486
2016-07-30T00:00:00,,0.467
2016-07-31T00:00:00,,0.448
2016-08-01T00:00:00,,0.432
2016-08-02T00:00:00,,0.417
2016-08-03T00:00:00,,0.402
2016-08-04T00:00:00,,0.388
2016-08-05T00:00:00,,0.375
2016-08-06T00:00:00,,0.364
2016-08-07T00:00:00,,0.358
2016-08-08T00:00:00,,0.35
2016-08-09T00:00:00,,0.339
2016-08-10T00:00:00,,0.328
2016-08-11T00:00:00,,0.317
2016-08-12T00:00:00,,0.306
2016-08-13T00:00:00,,0.302
2016-08-14T00:00:00,,0.299
2016-08-15T00:00:00,,0.291
2016-08-16T00:00:00,,0.47
2016-08-17T00:00:00,0.48,0.586
2016-08-18T00:00:00,,0.607
2016-08-19T00:00:00,,0.598
2016-08-20T00:00:00,,0.583
2016-08-21T00:00:00,,0.568
2016-08-22T00:00:00,,0.553
2016-08-23T00:00:00,,0.539
2016-08-24T00:00:00,,0.525
2016-08-25T00:00:00,,0.511
2016-08-26T00:00:00,,0.498
2016-08-27T00:00:00,,0.484
2016-08-28T00:00:00,,0.47
2016-08-29T00:00:00,,0.459
2016-08-30T00:00:00,,0.45
2016-08-31T00:00:00,,0.439
2016-09-01T00:00:00,,0.427
2016-09-02T00:00:00,,0.414
2016-09-03T00:00:00,,0.468
2016-09-04T00:00:00,,2.561
2016-09-05T00:00:00,,2.964
2016-09-06T00:00:00,,2.7
2016-09-07T00:00:00,,2.599
2016-09-08T00:00:00,,2.608
2016-09-09T00:00:00,,2.637
2016-09-10T00:00:00,,2.665
2016-09-11T00:00:00,,2.686
2016-09-12T00:00:00,,2.698
2016-09-13T00:00:00,,2.699
2016-09-14T00:00:00,,2.693
2016-09-15T00:00:00,,2.679
2016-09-16T00:00:00,,2.659
2016-09-17T00:00:00,,2.631
2016-09-18T00:00:00,,2.596
2016-09-19T00:00:00,,2.557
2016-09-20T00:00:00,,2.513
2016-09-21T00:00:00,,2.464
2016-09-22T00:00:00,1.63,2.414
2016-09-23T00:00:00,1.53,2.361
2016-09-24T00:00:00,0.68,2.308
2016-09-25T00:00:00,0.33,2.252
2016-09-26T00:00:00,0.22,2.195
2016-09-27T00:00:00,0.18,2.136
2016-09-28T00:00:00,0.17,2.082
2016-09-29T00:00:00,0.31,2.032
